Company Name,Industry,Budget Range,Location,Target Audience,Marketing Goals,Commitment Level Years,sport
UniqueCompany_251,Food & Beverage,"5,000-20,000",Indore,Teens,Market Expansion,2.57,Cricket
UniqueCompany_252,Healthcare,"1,000-5,000",Aurangabad,Young Adults,Brand Awareness,4.2,Basketball
UniqueCompany_253,Technology,"5,000-20,000",Lucknow,Adults,Market Expansion,0.7,Tennis
UniqueCompany_254,Food & Beverage,"Over 100,000",Indore,Seniors,Sales Increase,1.91,Basketball
UniqueCompany_255,Food & Beverage,"5,000-20,000",Hyderabad,Young Adults,Market Expansion,1.38,Athletics
UniqueCompany_256,Technology,"1,000-5,000",Pune,Young Adults,Market Expansion,2.27,Wrestling
UniqueCompany_257,Food & Beverage,"Over 100,000",Chennai,Young Adults,Market Expansion,1.05,Cricket
UniqueCompany_258,Technology,"Over 100,000",Aurangabad,Adults,Market Expansion,0.86,Basketball
UniqueCompany_259,Technology,"1,000-5,000",Indore,Young Adults,Brand Awareness,2.98,Cricket
UniqueCompany_260,Fashion,"1,000-5,000",Visakhapatnam,Adults,Brand Awareness,1.83,Wrestling
UniqueCompany_261,Technology,"Over 100,000",Dhanbad,Seniors,Brand Awareness,1.99,Wrestling
UniqueCompany_262,Food & Beverage,"5,000-20,000",Rajkot,Young Adults,Market Expansion,0.84,Football
UniqueCompany_263,Healthcare,"5,000-20,000",Bangalore,Teens,Brand Awareness,1.62,Cricket
UniqueCompany_264,Fashion,"20,000-100,000",Bhopal,Young Adults,Brand Awareness,2.82,Basketball
UniqueCompany_265,Sports,"20,000-100,000",Aurangabad,Teens,Market Expansion,1.94,F1-Racing
UniqueCompany_266,Healthcare,"20,000-100,000",Hyderabad,Young Adults,Brand Awareness,1.31,Basketball
UniqueCompany_267,Technology,"20,000-100,000",Meerut,Teens,Market Expansion,4.43,Soccer
UniqueCompany_268,Food & Beverage,"1,000-5,000",Kanpur,Young Adults,Sales Increase,1.96,Tennis
UniqueCompany_269,Healthcare,"Over 100,000",Nagpur,Seniors,Market Expansion,2.09,Soccer
UniqueCompany_270,Technology,"1,000-5,000",Kolkata,Adults,Sales Increase,0.86,Soccer
UniqueCompany_271,Finance,"Over 100,000",Jaipur,Young Adults,Market Expansion,4.22,Soccer
UniqueCompany_272,Healthcare,"5,000-20,000",Amritsar,Adults,Sales Increase,1.49,Swimming
UniqueCompany_273,Fashion,"5,000-20,000",Srinagar,Teens,Brand Awareness,2.86,Basketball
UniqueCompany_274,Finance,"Over 100,000",Hyderabad,Young Adults,Brand Awareness,2.43,Basketball
UniqueCompany_275,Sports,"Over 100,000",Pune,Young Adults,Brand Awareness,1.27,Athletics
UniqueCompany_276,Fashion,"5,000-20,000",Aurangabad,Teens,Sales Increase,0.88,Football
UniqueCompany_277,Technology,"5,000-20,000",Ghaziabad,Seniors,Sales Increase,1.19,Football
UniqueCompany_278,Sports,"20,000-100,000",Jaipur,Young Adults,Sales Increase,2.79,Wrestling
UniqueCompany_279,Sports,"5,000-20,000",Nagpur,Adults,Brand Awareness,3.99,Cricket
UniqueCompany_280,Fashion,"Over 100,000",Aurangabad,Adults,Market Expansion,4.31,Wrestling
UniqueCompany_281,Fashion,"20,000-100,000",Bangalore,Teens,Sales Increase,3.37,Soccer
UniqueCompany_282,Healthcare,"1,000-5,000",Nashik,Adults,Sales Increase,1.29,Swimming
UniqueCompany_283,Healthcare,"5,000-20,000",Lucknow,Adults,Sales Increase,1.26,F1-Racing
UniqueCompany_284,Technology,"20,000-100,000",Srinagar,Adults,Market Expansion,4.35,Swimming
UniqueCompany_285,Healthcare,"Over 100,000",Kanpur,Teens,Brand Awareness,2.3,Soccer
UniqueCompany_286,Technology,"5,000-20,000",Vadodara,Young Adults,Sales Increase,4.6,Swimming
UniqueCompany_287,Food & Beverage,"20,000-100,000",Lucknow,Adults,Brand Awareness,4.55,Soccer
UniqueCompany_288,Finance,"5,000-20,000",Nashik,Young Adults,Market Expansion,2.74,Football
UniqueCompany_289,Technology,"20,000-100,000",Indore,Teens,Sales Increase,0.74,Swimming
UniqueCompany_290,Sports,"5,000-20,000",Ghaziabad,Young Adults,Market Expansion,2.77,Cricket
UniqueCompany_291,Technology,"5,000-20,000",Kanpur,Young Adults,Brand Awareness,0.58,Wrestling
UniqueCompany_292,Fashion,"1,000-5,000",Chennai,Teens,Market Expansion,0.56,Cricket
UniqueCompany_293,Finance,"1,000-5,000",Surat,Teens,Brand Awareness,2.29,Wrestling
UniqueCompany_294,Sports,"Over 100,000",Thane,Adults,Brand Awareness,2.68,Swimming
UniqueCompany_295,Healthcare,"5,000-20,000",Mumbai,Young Adults,Sales Increase,1.94,Tennis
UniqueCompany_296,Sports,"Over 100,000",Kolkata,Teens,Sales Increase,2.24,Football
UniqueCompany_297,Sports,"1,000-5,000",Pune,Young Adults,Brand Awareness,3.39,Football
UniqueCompany_298,Food & Beverage,"5,000-20,000",Ahmedabad,Adults,Sales Increase,0.55,Football
UniqueCompany_299,Healthcare,"5,000-20,000",Dhanbad,Young Adults,Market Expansion,0.69,Athletics
UniqueCompany_300,Technology,"20,000-100,000",Chennai,Young Adults,Market Expansion,0.62,Swimming
UniqueCompany_301,Food & Beverage,"1,000-5,000",Kolkata,Young Adults,Sales Increase,1.43,Athletics
UniqueCompany_302,Healthcare,"Over 100,000",Jaipur,Seniors,Brand Awareness,0.69,Tennis
UniqueCompany_303,Finance,"Over 100,000",Kolkata,Adults,Sales Increase,2.94,F1-Racing
UniqueCompany_304,Finance,"5,000-20,000",Ludhiana,Young Adults,Sales Increase,3.3,Tennis
UniqueCompany_305,Sports,"1,000-5,000",Kanpur,Young Adults,Market Expansion,3.75,Tennis
UniqueCompany_306,Food & Beverage,"1,000-5,000",Agra,Seniors,Sales Increase,1.23,Basketball
UniqueCompany_307,Finance,"1,000-5,000",Ghaziabad,Adults,Brand Awareness,0.96,Cricket
UniqueCompany_308,Food & Beverage,"Over 100,000",Bangalore,Young Adults,Market Expansion,1.97,F1-Racing
UniqueCompany_309,Finance,"20,000-100,000",Faridabad,Young Adults,Brand Awareness,2.12,Tennis
UniqueCompany_310,Technology,"1,000-5,000",Patna,Adults,Market Expansion,1.75,Tennis
UniqueCompany_311,Healthcare,"Over 100,000",Thane,Young Adults,Market Expansion,1.9,Football
UniqueCompany_312,Technology,"1,000-5,000",Allahabad,Young Adults,Market Expansion,1.24,Basketball
UniqueCompany_313,Technology,"20,000-100,000",Aurangabad,Teens,Sales Increase,1.97,Swimming
UniqueCompany_314,Food & Beverage,"Over 100,000",Pune,Teens,Brand Awareness,2.11,Football
UniqueCompany_315,Sports,"1,000-5,000",Faridabad,Adults,Sales Increase,1.67,Athletics
UniqueCompany_316,Technology,"20,000-100,000",Lucknow,Young Adults,Market Expansion,2.1,Athletics
UniqueCompany_317,Food & Beverage,"Over 100,000",Varanasi,Teens,Brand Awareness,1.72,F1-Racing
UniqueCompany_318,Fashion,"1,000-5,000",Jaipur,Adults,Brand Awareness,0.51,Swimming
UniqueCompany_319,Food & Beverage,"Over 100,000",Ghaziabad,Seniors,Market Expansion,4.32,Wrestling
UniqueCompany_320,Sports,"5,000-20,000",Nagpur,Young Adults,Market Expansion,3.96,Wrestling
UniqueCompany_321,Sports,"5,000-20,000",Kanpur,Young Adults,Market Expansion,2.66,Swimming
UniqueCompany_322,Food & Beverage,"5,000-20,000",Kolkata,Young Adults,Sales Increase,4.28,Basketball
UniqueCompany_323,Finance,"20,000-100,000",Aurangabad,Seniors,Brand Awareness,2.61,Athletics
UniqueCompany_324,Healthcare,"20,000-100,000",Nashik,Adults,Brand Awareness,3.46,Basketball
UniqueCompany_325,Technology,"1,000-5,000",Kolkata,Adults,Market Expansion,1.18,Football
UniqueCompany_326,Sports,"Over 100,000",Surat,Adults,Market Expansion,2.52,F1-Racing
UniqueCompany_327,Food & Beverage,"1,000-5,000",Faridabad,Adults,Brand Awareness,4.76,Soccer
UniqueCompany_328,Sports,"5,000-20,000",Kolkata,Young Adults,Sales Increase,4.52,Soccer
UniqueCompany_329,Sports,"20,000-100,000",Hyderabad,Teens,Market Expansion,4.96,F1-Racing
UniqueCompany_330,Sports,"1,000-5,000",Pune,Adults,Market Expansion,4.5,Swimming
UniqueCompany_331,Sports,"20,000-100,000",Surat,Teens,Market Expansion,2.27,Swimming
UniqueCompany_332,Technology,"1,000-5,000",Thane,Teens,Market Expansion,3.18,Athletics
UniqueCompany_333,Sports,"Over 100,000",Indore,Teens,Market Expansion,1.68,Wrestling
UniqueCompany_334,Technology,"5,000-20,000",Visakhapatnam,Teens,Market Expansion,2.7,Wrestling
UniqueCompany_335,Sports,"5,000-20,000",Meerut,Young Adults,Market Expansion,2.71,Wrestling
UniqueCompany_336,Fashion,"20,000-100,000",Rajkot,Adults,Sales Increase,3.46,Football
UniqueCompany_337,Food & Beverage,"5,000-20,000",Surat,Teens,Sales Increase,2.96,Tennis
UniqueCompany_338,Finance,"Over 100,000",Kolkata,Young Adults,Brand Awareness,4.95,F1-Racing
UniqueCompany_339,Healthcare,"20,000-100,000",Varanasi,Adults,Brand Awareness,4.36,Athletics
UniqueCompany_340,Sports,"5,000-20,000",Agra,Adults,Market Expansion,1.32,Tennis
UniqueCompany_341,Technology,"1,000-5,000",Mumbai,Young Adults,Brand Awareness,0.71,Soccer
UniqueCompany_342,Technology,"Over 100,000",Hyderabad,Teens,Sales Increase,3.54,Wrestling
UniqueCompany_343,Healthcare,"5,000-20,000",Faridabad,Adults,Sales Increase,1.79,Tennis
UniqueCompany_344,Fashion,"Over 100,000",Ahmedabad,Adults,Brand Awareness,3.84,Swimming
UniqueCompany_345,Food & Beverage,"5,000-20,000",Bangalore,Young Adults,Market Expansion,4.41,F1-Racing
UniqueCompany_346,Finance,"1,000-5,000",Ahmedabad,Seniors,Brand Awareness,0.87,Basketball
UniqueCompany_347,Sports,"5,000-20,000",Hyderabad,Teens,Brand Awareness,2.83,Athletics
UniqueCompany_348,Finance,"5,000-20,000",Lucknow,Young Adults,Sales Increase,2.03,F1-Racing
UniqueCompany_349,Healthcare,"1,000-5,000",Hyderabad,Teens,Brand Awareness,1.59,Tennis
UniqueCompany_350,Fashion,"20,000-100,000",Bangalore,Young Adults,Sales Increase,2.4,Wrestling
UniqueCompany_351,Sports,"1,000-5,000",Rajkot,Young Adults,Brand Awareness,2.35,Football
UniqueCompany_352,Technology,"1,000-5,000",Lucknow,Young Adults,Market Expansion,4.9,Soccer
UniqueCompany_353,Healthcare,"Over 100,000",Varanasi,Teens,Sales Increase,4.47,Tennis
UniqueCompany_354,Technology,"5,000-20,000",Visakhapatnam,Teens,Sales Increase,3.16,Athletics
UniqueCompany_355,Healthcare,"Over 100,000",Ludhiana,Young Adults,Brand Awareness,2.66,Soccer
UniqueCompany_356,Healthcare,"1,000-5,000",Dhanbad,Young Adults,Market Expansion,3.2,Athletics
UniqueCompany_357,Sports,"Over 100,000",Mumbai,Seniors,Market Expansion,0.98,Football
UniqueCompany_358,Technology,"20,000-100,000",Aurangabad,Young Adults,Brand Awareness,1.03,Cricket
UniqueCompany_359,Technology,"Over 100,000",Bangalore,Seniors,Market Expansion,0.81,F1-Racing
UniqueCompany_360,Finance,"5,000-20,000",Varanasi,Adults,Sales Increase,0.54,Tennis
UniqueCompany_361,Healthcare,"5,000-20,000",Agra,Young Adults,Sales Increase,0.66,Swimming
UniqueCompany_362,Technology,"5,000-20,000",Meerut,Adults,Sales Increase,1.37,F1-Racing
UniqueCompany_363,Healthcare,"1,000-5,000",Agra,Adults,Brand Awareness,3.27,Swimming
UniqueCompany_364,Finance,"20,000-100,000",Faridabad,Young Adults,Brand Awareness,4.37,Tennis
UniqueCompany_365,Sports,"Over 100,000",Thane,Adults,Sales Increase,1.76,F1-Racing
UniqueCompany_366,Technology,"1,000-5,000",Rajkot,Young Adults,Market Expansion,3.55,Athletics
UniqueCompany_367,Fashion,"20,000-100,000",Srinagar,Teens,Market Expansion,3.9,F1-Racing
UniqueCompany_368,Sports,"1,000-5,000",Lucknow,Young Adults,Market Expansion,4.41,Soccer
UniqueCompany_369,Sports,"5,000-20,000",Amritsar,Adults,Market Expansion,4.84,Swimming
UniqueCompany_370,Food & Beverage,"Over 100,000",Agra,Adults,Market Expansion,2.9,F1-Racing
UniqueCompany_371,Healthcare,"Over 100,000",Ghaziabad,Teens,Brand Awareness,2.43,F1-Racing
UniqueCompany_372,Healthcare,"Over 100,000",Jaipur,Teens,Sales Increase,2.31,F1-Racing
UniqueCompany_373,Sports,"Over 100,000",Kolkata,Teens,Sales Increase,2.81,Athletics
UniqueCompany_374,Food & Beverage,"5,000-20,000",Bangalore,Teens,Market Expansion,2.6,Swimming
UniqueCompany_375,Finance,"20,000-100,000",Varanasi,Adults,Sales Increase,3.12,Tennis
UniqueCompany_376,Food & Beverage,"1,000-5,000",Bangalore,Seniors,Market Expansion,4.25,Football
UniqueCompany_377,Technology,"5,000-20,000",Allahabad,Seniors,Sales Increase,2.1,Soccer
UniqueCompany_378,Food & Beverage,"Over 100,000",Kolkata,Seniors,Market Expansion,4.6,Tennis
UniqueCompany_379,Healthcare,"Over 100,000",Kolkata,Adults,Market Expansion,2.16,Wrestling
UniqueCompany_380,Food & Beverage,"20,000-100,000",Indore,Seniors,Brand Awareness,3.94,Wrestling
UniqueCompany_381,Finance,"Over 100,000",Hyderabad,Young Adults,Brand Awareness,3.33,Athletics
UniqueCompany_382,Sports,"Over 100,000",Bhopal,Young Adults,Brand Awareness,4.19,Swimming
UniqueCompany_383,Healthcare,"Over 100,000",Thane,Young Adults,Brand Awareness,4.48,Soccer
UniqueCompany_384,Food & Beverage,"1,000-5,000",Patna,Seniors,Sales Increase,4.56,Tennis
UniqueCompany_385,Finance,"Over 100,000",Patna,Teens,Market Expansion,2.86,Cricket
UniqueCompany_386,Finance,"Over 100,000",Srinagar,Young Adults,Sales Increase,4.81,Cricket
UniqueCompany_387,Food & Beverage,"Over 100,000",Ahmedabad,Teens,Market Expansion,3.05,F1-Racing
UniqueCompany_388,Healthcare,"1,000-5,000",Indore,Seniors,Sales Increase,1.14,Cricket
UniqueCompany_389,Sports,"1,000-5,000",Aurangabad,Teens,Brand Awareness,0.79,Athletics
UniqueCompany_390,Fashion,"5,000-20,000",Lucknow,Young Adults,Market Expansion,3.33,Basketball
UniqueCompany_391,Food & Beverage,"5,000-20,000",Bangalore,Adults,Market Expansion,2.47,Tennis
UniqueCompany_392,Sports,"5,000-20,000",Bhopal,Young Adults,Brand Awareness,1.87,Football
UniqueCompany_393,Sports,"Over 100,000",Ahmedabad,Seniors,Brand Awareness,1.69,Athletics
UniqueCompany_394,Healthcare,"Over 100,000",Srinagar,Adults,Market Expansion,2.78,Athletics
UniqueCompany_395,Technology,"1,000-5,000",Ghaziabad,Young Adults,Sales Increase,3.31,Cricket
UniqueCompany_396,Technology,"20,000-100,000",Mumbai,Teens,Brand Awareness,1.92,Athletics
UniqueCompany_397,Finance,"Over 100,000",Amritsar,Adults,Market Expansion,3.83,Wrestling
UniqueCompany_398,Fashion,"1,000-5,000",Lucknow,Seniors,Brand Awareness,3.55,Wrestling
UniqueCompany_399,Fashion,"20,000-100,000",Patna,Seniors,Sales Increase,1.58,Athletics
UniqueCompany_400,Technology,"5,000-20,000",Rajkot,Seniors,Market Expansion,4.64,Athletics
UniqueCompany_401,Healthcare,"Over 100,000",Kolkata,Teens,Brand Awareness,4.88,Basketball
UniqueCompany_402,Food & Beverage,"5,000-20,000",Surat,Teens,Market Expansion,3.8,Cricket
UniqueCompany_403,Food & Beverage,"20,000-100,000",Kolkata,Seniors,Market Expansion,4.75,Tennis
UniqueCompany_404,Sports,"Over 100,000",Varanasi,Seniors,Market Expansion,1.95,Swimming
UniqueCompany_405,Fashion,"Over 100,000",Rajkot,Adults,Sales Increase,2.26,Basketball
UniqueCompany_406,Technology,"Over 100,000",Dhanbad,Teens,Sales Increase,3.61,Wrestling
UniqueCompany_407,Technology,"5,000-20,000",Varanasi,Adults,Market Expansion,4.77,Cricket
UniqueCompany_408,Sports,"Over 100,000",Agra,Young Adults,Sales Increase,2.02,Swimming
UniqueCompany_409,Food & Beverage,"5,000-20,000",Pune,Teens,Brand Awareness,4.01,F1-Racing
UniqueCompany_410,Healthcare,"5,000-20,000",Bhopal,Adults,Brand Awareness,4.58,Soccer
UniqueCompany_411,Food & Beverage,"5,000-20,000",Ahmedabad,Young Adults,Brand Awareness,3.73,Cricket
UniqueCompany_412,Finance,"Over 100,000",Faridabad,Young Adults,Market Expansion,2.67,F1-Racing
UniqueCompany_413,Technology,"5,000-20,000",Ghaziabad,Seniors,Sales Increase,3.6,Cricket
UniqueCompany_414,Healthcare,"Over 100,000",Nashik,Seniors,Market Expansion,1.98,Athletics
UniqueCompany_415,Healthcare,"20,000-100,000",Rajkot,Seniors,Brand Awareness,4.57,Cricket
UniqueCompany_416,Fashion,"20,000-100,000",Varanasi,Adults,Sales Increase,4.87,Basketball
UniqueCompany_417,Technology,"20,000-100,000",Ludhiana,Seniors,Market Expansion,4.86,Cricket
UniqueCompany_418,Healthcare,"20,000-100,000",Kolkata,Adults,Brand Awareness,4.18,Tennis
UniqueCompany_419,Sports,"20,000-100,000",Mumbai,Young Adults,Market Expansion,1.84,Soccer
UniqueCompany_420,Technology,"1,000-5,000",Lucknow,Adults,Brand Awareness,1.37,Tennis
UniqueCompany_421,Sports,"20,000-100,000",Indore,Young Adults,Brand Awareness,1.81,Basketball
UniqueCompany_422,Healthcare,"5,000-20,000",Thane,Young Adults,Market Expansion,1.49,Swimming
UniqueCompany_423,Food & Beverage,"5,000-20,000",Allahabad,Young Adults,Market Expansion,0.89,Wrestling
UniqueCompany_424,Food & Beverage,"Over 100,000",Varanasi,Seniors,Brand Awareness,4.46,Tennis
UniqueCompany_425,Food & Beverage,"Over 100,000",Visakhapatnam,Teens,Brand Awareness,2.81,Soccer
UniqueCompany_426,Sports,"1,000-5,000",Delhi,Young Adults,Market Expansion,1.6,Swimming
UniqueCompany_427,Food & Beverage,"1,000-5,000",Pune,Seniors,Brand Awareness,3.93,Athletics
UniqueCompany_428,Finance,"20,000-100,000",Jaipur,Young Adults,Brand Awareness,3.9,F1-Racing
UniqueCompany_429,Food & Beverage,"1,000-5,000",Thane,Adults,Sales Increase,3.82,Wrestling
UniqueCompany_430,Sports,"20,000-100,000",Dhanbad,Teens,Market Expansion,4.86,Athletics
UniqueCompany_431,Technology,"Over 100,000",Pune,Teens,Brand Awareness,3.11,Soccer
UniqueCompany_432,Food & Beverage,"20,000-100,000",Agra,Young Adults,Market Expansion,0.95,Athletics
UniqueCompany_433,Healthcare,"5,000-20,000",Nagpur,Seniors,Market Expansion,4.66,Basketball
UniqueCompany_434,Food & Beverage,"1,000-5,000",Thane,Adults,Brand Awareness,3.03,Soccer
UniqueCompany_435,Technology,"1,000-5,000",Nashik,Teens,Sales Increase,4.61,Soccer
UniqueCompany_436,Fashion,"5,000-20,000",Chennai,Teens,Market Expansion,1.2,Athletics
UniqueCompany_437,Healthcare,"20,000-100,000",Kanpur,Teens,Sales Increase,3.16,Tennis
UniqueCompany_438,Fashion,"1,000-5,000",Bhopal,Adults,Sales Increase,1.75,Wrestling
UniqueCompany_439,Finance,"5,000-20,000",Chennai,Teens,Sales Increase,1.69,Cricket
UniqueCompany_440,Sports,"1,000-5,000",Allahabad,Seniors,Brand Awareness,4.2,Soccer
UniqueCompany_441,Fashion,"Over 100,000",Ghaziabad,Teens,Market Expansion,1.38,Swimming
UniqueCompany_442,Food & Beverage,"1,000-5,000",Srinagar,Teens,Sales Increase,3.41,Tennis
UniqueCompany_443,Finance,"5,000-20,000",Aurangabad,Adults,Sales Increase,4.09,Soccer
UniqueCompany_444,Finance,"Over 100,000",Srinagar,Teens,Brand Awareness,4.79,F1-Racing
UniqueCompany_445,Sports,"5,000-20,000",Rajkot,Young Adults,Brand Awareness,4.89,Basketball
UniqueCompany_446,Technology,"20,000-100,000",Visakhapatnam,Young Adults,Brand Awareness,3.53,Soccer
UniqueCompany_447,Technology,"5,000-20,000",Pune,Young Adults,Sales Increase,4.29,F1-Racing
UniqueCompany_448,Food & Beverage,"Over 100,000",Allahabad,Teens,Sales Increase,0.74,Tennis
UniqueCompany_449,Sports,"Over 100,000",Bhopal,Teens,Brand Awareness,4.14,Wrestling
UniqueCompany_450,Sports,"20,000-100,000",Ahmedabad,Teens,Market Expansion,2.29,Cricket
UniqueCompany_451,Food & Beverage,"1,000-5,000",Varanasi,Teens,Market Expansion,3.39,F1-Racing
UniqueCompany_452,Fashion,"20,000-100,000",Mumbai,Adults,Market Expansion,3.31,Swimming
UniqueCompany_453,Healthcare,"20,000-100,000",Surat,Teens,Sales Increase,3.71,F1-Racing
UniqueCompany_454,Healthcare,"20,000-100,000",Visakhapatnam,Adults,Sales Increase,4.01,Wrestling
UniqueCompany_455,Finance,"1,000-5,000",Mumbai,Young Adults,Brand Awareness,4.55,Cricket
UniqueCompany_456,Finance,"5,000-20,000",Mumbai,Seniors,Market Expansion,2.63,F1-Racing
UniqueCompany_457,Finance,"Over 100,000",Bhopal,Teens,Sales Increase,4.75,Tennis
UniqueCompany_458,Food & Beverage,"20,000-100,000",Ludhiana,Teens,Brand Awareness,1.7,Soccer
UniqueCompany_459,Food & Beverage,"5,000-20,000",Nashik,Young Adults,Market Expansion,4.3,Swimming
UniqueCompany_460,Food & Beverage,"Over 100,000",Bhopal,Seniors,Sales Increase,3.86,Swimming
UniqueCompany_461,Healthcare,"5,000-20,000",Nagpur,Young Adults,Sales Increase,0.52,Tennis
UniqueCompany_462,Finance,"5,000-20,000",Varanasi,Seniors,Market Expansion,2.56,F1-Racing
UniqueCompany_463,Fashion,"Over 100,000",Bhopal,Adults,Sales Increase,4.54,Football
UniqueCompany_464,Technology,"5,000-20,000",Mumbai,Teens,Market Expansion,1.95,Tennis
UniqueCompany_465,Technology,"20,000-100,000",Amritsar,Teens,Sales Increase,1.57,Football
UniqueCompany_466,Sports,"1,000-5,000",Patna,Adults,Brand Awareness,2.38,Football
UniqueCompany_467,Fashion,"5,000-20,000",Ludhiana,Adults,Brand Awareness,3.01,Basketball
UniqueCompany_468,Finance,"5,000-20,000",Thane,Teens,Market Expansion,1.75,Basketball
UniqueCompany_469,Food & Beverage,"20,000-100,000",Nashik,Seniors,Brand Awareness,2.87,Tennis
UniqueCompany_470,Food & Beverage,"Over 100,000",Patna,Young Adults,Brand Awareness,3.81,Wrestling
UniqueCompany_471,Fashion,"Over 100,000",Kolkata,Seniors,Brand Awareness,0.7,Cricket
UniqueCompany_472,Healthcare,"5,000-20,000",Amritsar,Young Adults,Sales Increase,1.93,Wrestling
UniqueCompany_473,Technology,"5,000-20,000",Aurangabad,Adults,Sales Increase,3.45,F1-Racing
UniqueCompany_474,Technology,"Over 100,000",Jaipur,Seniors,Brand Awareness,0.69,Tennis
UniqueCompany_475,Technology,"Over 100,000",Nashik,Teens,Brand Awareness,1.82,Soccer
UniqueCompany_476,Food & Beverage,"Over 100,000",Lucknow,Teens,Sales Increase,4.57,Cricket
UniqueCompany_477,Technology,"1,000-5,000",Ahmedabad,Young Adults,Brand Awareness,1.55,Cricket
UniqueCompany_478,Healthcare,"5,000-20,000",Surat,Adults,Brand Awareness,1.48,Tennis
UniqueCompany_479,Healthcare,"5,000-20,000",Ludhiana,Adults,Sales Increase,0.55,F1-Racing
UniqueCompany_480,Finance,"20,000-100,000",Pune,Young Adults,Brand Awareness,2.94,F1-Racing
UniqueCompany_481,Healthcare,"1,000-5,000",Lucknow,Young Adults,Sales Increase,3.26,Athletics
UniqueCompany_482,Sports,"20,000-100,000",Ghaziabad,Young Adults,Market Expansion,0.82,F1-Racing
UniqueCompany_483,Food & Beverage,"Over 100,000",Ludhiana,Young Adults,Sales Increase,2.17,Swimming
UniqueCompany_484,Food & Beverage,"20,000-100,000",Rajkot,Seniors,Market Expansion,1.84,Football
UniqueCompany_485,Healthcare,"20,000-100,000",Agra,Teens,Brand Awareness,1.24,Cricket
UniqueCompany_486,Healthcare,"1,000-5,000",Thane,Young Adults,Market Expansion,0.87,Basketball
UniqueCompany_487,Food & Beverage,"5,000-20,000",Allahabad,Adults,Market Expansion,4.76,Athletics
UniqueCompany_488,Healthcare,"1,000-5,000",Mumbai,Adults,Sales Increase,2.81,Football
UniqueCompany_489,Healthcare,"1,000-5,000",Visakhapatnam,Teens,Sales Increase,1.42,Basketball
UniqueCompany_490,Finance,"Over 100,000",Thane,Seniors,Sales Increase,1.87,Football
UniqueCompany_491,Fashion,"20,000-100,000",Ahmedabad,Teens,Sales Increase,4.43,F1-Racing
UniqueCompany_492,Finance,"5,000-20,000",Rajkot,Seniors,Sales Increase,3.42,Wrestling
UniqueCompany_493,Technology,"5,000-20,000",Bhopal,Teens,Brand Awareness,0.84,Cricket
UniqueCompany_494,Food & Beverage,"20,000-100,000",Faridabad,Teens,Market Expansion,3.36,Cricket
UniqueCompany_495,Technology,"5,000-20,000",Ahmedabad,Adults,Sales Increase,1.61,Basketball
UniqueCompany_496,Healthcare,"1,000-5,000",Rajkot,Seniors,Brand Awareness,1.68,Swimming
UniqueCompany_497,Technology,"1,000-5,000",Ludhiana,Seniors,Brand Awareness,1.24,Athletics
UniqueCompany_498,Finance,"5,000-20,000",Delhi,Young Adults,Market Expansion,1.57,Basketball
