Company Name,Industry,Budget Range,Location,Target Audience,Marketing Goals,Commitment Level Years,sport
UniqueCompany_499,Technology,"Over 100,000",Kanpur,Young Adults,Market Expansion,2.63,Soccer
UniqueCompany_500,Finance,"20,000-100,000",Jaipur,Young Adults,Sales Increase,4.45,Tennis
UniqueCompany_501,Food & Beverage,"Over 100,000",Aurangabad,Teens,Brand Awareness,2.16,Swimming
UniqueCompany_502,Finance,"Over 100,000",Agra,Adults,Brand Awareness,0.85,Football
UniqueCompany_503,Technology,"1,000-5,000",Nagpur,Teens,Brand Awareness,4.42,F1-Racing
UniqueCompany_504,Finance,"Over 100,000",Lucknow,Teens,Market Expansion,2.85,Football
UniqueCompany_505,Healthcare,"1,000-5,000",Ghaziabad,Young Adults,Market Expansion,0.77,Cricket
UniqueCompany_506,Technology,"20,000-100,000",Lucknow,Young Adults,Market Expansion,2.05,F1-Racing
UniqueCompany_507,Food & Beverage,"5,000-20,000",Thane,Seniors,Brand Awareness,3.63,Tennis
UniqueCompany_508,Finance,"1,000-5,000",Amritsar,Teens,Sales Increase,4.18,Athletics
UniqueCompany_509,Food & Beverage,"20,000-100,000",Kanpur,Seniors,Market Expansion,3.95,Football
UniqueCompany_510,Fashion,"Over 100,000",Visakhapatnam,Seniors,Sales Increase,3.9,F1-Racing
UniqueCompany_511,Healthcare,"Over 100,000",Hyderabad,Seniors,Market Expansion,1.05,F1-Racing
UniqueCompany_512,Technology,"20,000-100,000",Nashik,Adults,Market Expansion,4.29,Cricket
UniqueCompany_513,Sports,"20,000-100,000",Srinagar,Young Adults,Market Expansion,3.85,Soccer
UniqueCompany_514,Finance,"Over 100,000",Agra,Young Adults,Market Expansion,2.81,Tennis
UniqueCompany_515,Fashion,"1,000-5,000",Ludhiana,Teens,Brand Awareness,3.36,Football
UniqueCompany_516,Food & Beverage,"5,000-20,000",Aurangabad,Teens,Brand Awareness,1.31,Basketball
UniqueCompany_517,Healthcare,"Over 100,000",Allahabad,Young Adults,Sales Increase,2.17,Football
UniqueCompany_518,Technology,"5,000-20,000",Chennai,Adults,Brand Awareness,3.17,Football
UniqueCompany_519,Food & Beverage,"20,000-100,000",Bangalore,Seniors,Market Expansion,2.35,Tennis
UniqueCompany_520,Technology,"1,000-5,000",Amritsar,Adults,Brand Awareness,3.58,Cricket
UniqueCompany_521,Sports,"Over 100,000",Amritsar,Young Adults,Market Expansion,1.61,F1-Racing
UniqueCompany_522,Sports,"5,000-20,000",Chennai,Young Adults,Sales Increase,4.41,Basketball
UniqueCompany_523,Finance,"Over 100,000",Varanasi,Adults,Brand Awareness,4.11,Athletics
UniqueCompany_524,Finance,"Over 100,000",Indore,Seniors,Market Expansion,2.04,Swimming
UniqueCompany_525,Finance,"20,000-100,000",Ludhiana,Seniors,Brand Awareness,1.96,Cricket
UniqueCompany_526,Fashion,"1,000-5,000",Ludhiana,Teens,Market Expansion,3,Wrestling
UniqueCompany_527,Finance,"1,000-5,000",Delhi,Teens,Sales Increase,1.49,Basketball
UniqueCompany_528,Finance,"5,000-20,000",Jaipur,Teens,Brand Awareness,2.82,Football
UniqueCompany_529,Technology,"5,000-20,000",Kanpur,Adults,Market Expansion,1.78,Cricket
UniqueCompany_530,Food & Beverage,"1,000-5,000",Chennai,Adults,Brand Awareness,2.05,Soccer
UniqueCompany_531,Fashion,"Over 100,000",Srinagar,Young Adults,Sales Increase,2.93,Basketball
UniqueCompany_532,Healthcare,"1,000-5,000",Nashik,Young Adults,Brand Awareness,1.8,Athletics
UniqueCompany_533,Finance,"Over 100,000",Nagpur,Adults,Market Expansion,0.93,Basketball
UniqueCompany_534,Finance,"5,000-20,000",Allahabad,Seniors,Sales Increase,2.32,Swimming
UniqueCompany_535,Healthcare,"Over 100,000",Visakhapatnam,Seniors,Sales Increase,0.8,Athletics
UniqueCompany_536,Finance,"20,000-100,000",Rajkot,Young Adults,Sales Increase,3.91,F1-Racing
UniqueCompany_537,Sports,"Over 100,000",Delhi,Adults,Market Expansion,2.86,Tennis
UniqueCompany_538,Sports,"20,000-100,000",Ghaziabad,Adults,Market Expansion,3.2,Cricket
UniqueCompany_539,Sports,"5,000-20,000",Nagpur,Young Adults,Market Expansion,4.84,Tennis
UniqueCompany_540,Technology,"5,000-20,000",Mumbai,Young Adults,Brand Awareness,4.63,Basketball
UniqueCompany_541,Fashion,"5,000-20,000",Aurangabad,Young Adults,Sales Increase,2.81,F1-Racing
UniqueCompany_542,Healthcare,"5,000-20,000",Nagpur,Young Adults,Market Expansion,2.63,Cricket
UniqueCompany_543,Technology,"5,000-20,000",Chennai,Seniors,Brand Awareness,1.28,F1-Racing
UniqueCompany_544,Sports,"1,000-5,000",Ludhiana,Young Adults,Brand Awareness,4.37,Basketball
UniqueCompany_545,Sports,"5,000-20,000",Visakhapatnam,Adults,Brand Awareness,4.64,Tennis
UniqueCompany_546,Sports,"20,000-100,000",Ghaziabad,Teens,Market Expansion,3.56,F1-Racing
UniqueCompany_547,Sports,"Over 100,000",Surat,Young Adults,Brand Awareness,2.78,Cricket
UniqueCompany_548,Fashion,"Over 100,000",Agra,Seniors,Sales Increase,3.15,Tennis
UniqueCompany_549,Fashion,"5,000-20,000",Aurangabad,Seniors,Market Expansion,4.71,Soccer
UniqueCompany_550,Sports,"20,000-100,000",Bhopal,Adults,Brand Awareness,4.3,Tennis
UniqueCompany_551,Healthcare,"1,000-5,000",Nagpur,Teens,Brand Awareness,3.13,Soccer
UniqueCompany_552,Sports,"Over 100,000",Dhanbad,Teens,Market Expansion,4.31,Athletics
UniqueCompany_553,Fashion,"1,000-5,000",Amritsar,Teens,Brand Awareness,0.91,Wrestling
UniqueCompany_554,Fashion,"5,000-20,000",Nashik,Seniors,Brand Awareness,1.92,Tennis
UniqueCompany_555,Technology,"Over 100,000",Bangalore,Teens,Market Expansion,1.52,Basketball
UniqueCompany_556,Finance,"1,000-5,000",Chennai,Adults,Sales Increase,4.93,Football
UniqueCompany_557,Technology,"5,000-20,000",Agra,Teens,Market Expansion,4.99,Soccer
UniqueCompany_558,Healthcare,"5,000-20,000",Aurangabad,Young Adults,Brand Awareness,4.99,Football
UniqueCompany_559,Sports,"5,000-20,000",Bangalore,Seniors,Sales Increase,0.63,Football
UniqueCompany_560,Technology,"1,000-5,000",Bangalore,Teens,Sales Increase,1.97,Athletics
UniqueCompany_561,Finance,"Over 100,000",Meerut,Young Adults,Market Expansion,4.5,Swimming
UniqueCompany_562,Technology,"Over 100,000",Amritsar,Adults,Sales Increase,1.02,F1-Racing
UniqueCompany_563,Healthcare,"Over 100,000",Chennai,Young Adults,Brand Awareness,4.96,Swimming
UniqueCompany_564,Healthcare,"Over 100,000",Amritsar,Young Adults,Market Expansion,3.73,F1-Racing
UniqueCompany_565,Technology,"1,000-5,000",Patna,Adults,Market Expansion,4.81,Swimming
UniqueCompany_566,Technology,"20,000-100,000",Ludhiana,Seniors,Sales Increase,1.82,Soccer
UniqueCompany_567,Fashion,"5,000-20,000",Dhanbad,Young Adults,Sales Increase,1.38,Tennis
UniqueCompany_568,Finance,"Over 100,000",Rajkot,Adults,Sales Increase,1.15,Tennis
UniqueCompany_569,Technology,"20,000-100,000",Allahabad,Seniors,Brand Awareness,3.74,Cricket
UniqueCompany_570,Healthcare,"5,000-20,000",Vadodara,Seniors,Sales Increase,4.55,Soccer
UniqueCompany_571,Technology,"20,000-100,000",Amritsar,Seniors,Market Expansion,2.55,Tennis
UniqueCompany_572,Fashion,"1,000-5,000",Hyderabad,Teens,Brand Awareness,1.52,Basketball
UniqueCompany_573,Technology,"1,000-5,000",Srinagar,Adults,Sales Increase,3.75,Football
UniqueCompany_574,Healthcare,"20,000-100,000",Kanpur,Seniors,Sales Increase,2.32,Wrestling
UniqueCompany_575,Sports,"5,000-20,000",Patna,Adults,Brand Awareness,2.09,Basketball
UniqueCompany_576,Technology,"1,000-5,000",Bangalore,Seniors,Brand Awareness,2,Soccer
UniqueCompany_577,Finance,"Over 100,000",Mumbai,Adults,Market Expansion,4.87,Basketball
UniqueCompany_578,Sports,"20,000-100,000",Vadodara,Adults,Market Expansion,0.86,Football
UniqueCompany_579,Healthcare,"Over 100,000",Dhanbad,Adults,Brand Awareness,2.57,Wrestling
UniqueCompany_580,Finance,"5,000-20,000",Aurangabad,Teens,Sales Increase,1.4,Tennis
UniqueCompany_581,Technology,"Over 100,000",Kanpur,Seniors,Sales Increase,4.52,Wrestling
UniqueCompany_582,Technology,"Over 100,000",Pune,Seniors,Sales Increase,4.97,Wrestling
UniqueCompany_583,Fashion,"5,000-20,000",Thane,Young Adults,Sales Increase,4.58,Cricket
UniqueCompany_584,Fashion,"1,000-5,000",Kolkata,Adults,Brand Awareness,1.84,Cricket
UniqueCompany_585,Technology,"20,000-100,000",Agra,Teens,Brand Awareness,1.4,Swimming
UniqueCompany_586,Fashion,"Over 100,000",Ahmedabad,Young Adults,Market Expansion,2.67,Tennis
UniqueCompany_587,Healthcare,"5,000-20,000",Kolkata,Teens,Brand Awareness,2.18,Swimming
UniqueCompany_588,Technology,"20,000-100,000",Rajkot,Teens,Brand Awareness,4.34,Wrestling
UniqueCompany_589,Healthcare,"5,000-20,000",Aurangabad,Young Adults,Market Expansion,1.94,Wrestling
UniqueCompany_590,Food & Beverage,"20,000-100,000",Kolkata,Teens,Brand Awareness,0.83,Tennis
UniqueCompany_591,Fashion,"1,000-5,000",Dhanbad,Seniors,Sales Increase,0.73,Cricket
UniqueCompany_592,Healthcare,"20,000-100,000",Lucknow,Seniors,Sales Increase,4.04,Athletics
UniqueCompany_593,Healthcare,"1,000-5,000",Meerut,Teens,Market Expansion,1,Swimming
UniqueCompany_594,Technology,"1,000-5,000",Rajkot,Seniors,Brand Awareness,4.77,Tennis
UniqueCompany_595,Food & Beverage,"5,000-20,000",Srinagar,Young Adults,Market Expansion,2,Tennis
UniqueCompany_596,Food & Beverage,"5,000-20,000",Thane,Young Adults,Sales Increase,2.25,Tennis
UniqueCompany_597,Fashion,"20,000-100,000",Jaipur,Teens,Market Expansion,1.69,Wrestling
UniqueCompany_598,Technology,"5,000-20,000",Nagpur,Adults,Sales Increase,1.68,Wrestling
UniqueCompany_599,Healthcare,"1,000-5,000",Chennai,Young Adults,Market Expansion,2.64,Soccer
UniqueCompany_600,Sports,"1,000-5,000",Mumbai,Teens,Market Expansion,4.11,Soccer
UniqueCompany_601,Technology,"20,000-100,000",Varanasi,Teens,Brand Awareness,1.18,Cricket
UniqueCompany_602,Food & Beverage,"Over 100,000",Ghaziabad,Seniors,Brand Awareness,0.73,Swimming
UniqueCompany_603,Sports,"5,000-20,000",Faridabad,Adults,Sales Increase,3.82,Cricket
UniqueCompany_604,Fashion,"20,000-100,000",Rajkot,Teens,Brand Awareness,3.9,Soccer
UniqueCompany_605,Technology,"20,000-100,000",Ludhiana,Young Adults,Market Expansion,2.55,Cricket
UniqueCompany_606,Finance,"20,000-100,000",Bhopal,Seniors,Sales Increase,3.7,Tennis
UniqueCompany_607,Food & Beverage,"1,000-5,000",Kanpur,Young Adults,Market Expansion,1.72,F1-Racing
UniqueCompany_608,Healthcare,"1,000-5,000",Patna,Adults,Market Expansion,2.87,Cricket
UniqueCompany_609,Food & Beverage,"Over 100,000",Meerut,Adults,Market Expansion,2,F1-Racing
UniqueCompany_610,Finance,"20,000-100,000",Allahabad,Adults,Sales Increase,2.68,Football
UniqueCompany_611,Fashion,"20,000-100,000",Faridabad,Young Adults,Brand Awareness,3.1,Wrestling
UniqueCompany_612,Fashion,"5,000-20,000",Ahmedabad,Seniors,Brand Awareness,2.06,Wrestling
UniqueCompany_613,Technology,"Over 100,000",Kolkata,Seniors,Brand Awareness,3.21,Swimming
UniqueCompany_614,Healthcare,"1,000-5,000",Aurangabad,Seniors,Market Expansion,1.82,Swimming
UniqueCompany_615,Finance,"20,000-100,000",Allahabad,Seniors,Sales Increase,2.67,Basketball
UniqueCompany_616,Healthcare,"20,000-100,000",Visakhapatnam,Seniors,Sales Increase,3.47,Athletics
UniqueCompany_617,Technology,"1,000-5,000",Surat,Young Adults,Sales Increase,0.58,F1-Racing
UniqueCompany_618,Finance,"Over 100,000",Agra,Adults,Market Expansion,1.15,Soccer
UniqueCompany_619,Finance,"5,000-20,000",Pune,Seniors,Market Expansion,1.92,F1-Racing
UniqueCompany_620,Technology,"1,000-5,000",Rajkot,Young Adults,Sales Increase,3.36,Cricket
UniqueCompany_621,Technology,"1,000-5,000",Nashik,Teens,Market Expansion,0.77,Wrestling
UniqueCompany_622,Fashion,"20,000-100,000",Meerut,Teens,Sales Increase,3.83,Cricket
UniqueCompany_623,Finance,"Over 100,000",Lucknow,Young Adults,Brand Awareness,0.53,Tennis
UniqueCompany_624,Sports,"20,000-100,000",Vadodara,Adults,Market Expansion,1.29,Swimming
UniqueCompany_625,Sports,"Over 100,000",Bhopal,Teens,Brand Awareness,4.84,Football
UniqueCompany_626,Sports,"1,000-5,000",Faridabad,Young Adults,Market Expansion,1.09,F1-Racing
UniqueCompany_627,Sports,"5,000-20,000",Faridabad,Adults,Market Expansion,3.04,F1-Racing
UniqueCompany_628,Healthcare,"Over 100,000",Visakhapatnam,Young Adults,Brand Awareness,3.26,Swimming
UniqueCompany_629,Healthcare,"Over 100,000",Mumbai,Young Adults,Sales Increase,0.86,Basketball
UniqueCompany_630,Food & Beverage,"Over 100,000",Delhi,Adults,Sales Increase,3.4,Tennis
UniqueCompany_631,Technology,"20,000-100,000",Meerut,Seniors,Sales Increase,3.66,Basketball
UniqueCompany_632,Fashion,"20,000-100,000",Bangalore,Seniors,Sales Increase,2.22,Athletics
UniqueCompany_633,Sports,"1,000-5,000",Surat,Seniors,Brand Awareness,4.07,Wrestling
UniqueCompany_634,Finance,"Over 100,000",Amritsar,Young Adults,Market Expansion,4.93,Swimming
UniqueCompany_635,Finance,"Over 100,000",Dhanbad,Young Adults,Brand Awareness,3.78,Swimming
UniqueCompany_636,Fashion,"Over 100,000",Meerut,Young Adults,Brand Awareness,2.93,Basketball
UniqueCompany_637,Technology,"5,000-20,000",Ahmedabad,Seniors,Market Expansion,2.47,Basketball
UniqueCompany_638,Technology,"1,000-5,000",Surat,Teens,Market Expansion,0.74,Swimming
UniqueCompany_639,Healthcare,"20,000-100,000",Faridabad,Young Adults,Brand Awareness,2.33,Wrestling
UniqueCompany_640,Finance,"Over 100,000",Ghaziabad,Young Adults,Market Expansion,4.63,Football
UniqueCompany_641,Sports,"5,000-20,000",Indore,Adults,Sales Increase,2.54,Wrestling
UniqueCompany_642,Fashion,"5,000-20,000",Chennai,Teens,Sales Increase,4.42,Athletics
UniqueCompany_643,Food & Beverage,"20,000-100,000",Faridabad,Adults,Market Expansion,3.53,Tennis
UniqueCompany_644,Fashion,"20,000-100,000",Faridabad,Teens,Market Expansion,2.61,Football
UniqueCompany_645,Technology,"1,000-5,000",Chennai,Young Adults,Sales Increase,2.48,Soccer
UniqueCompany_646,Finance,"1,000-5,000",Chennai,Young Adults,Brand Awareness,4.34,Athletics
UniqueCompany_647,Food & Beverage,"5,000-20,000",Varanasi,Adults,Market Expansion,2.9,Tennis
UniqueCompany_648,Sports,"1,000-5,000",Delhi,Teens,Sales Increase,3.48,Basketball
UniqueCompany_649,Healthcare,"1,000-5,000",Delhi,Young Adults,Sales Increase,4.22,Basketball
UniqueCompany_650,Technology,"Over 100,000",Patna,Young Adults,Market Expansion,2.22,Wrestling
UniqueCompany_651,Healthcare,"5,000-20,000",Delhi,Adults,Brand Awareness,3.29,Athletics
UniqueCompany_652,Food & Beverage,"Over 100,000",Chennai,Young Adults,Market Expansion,2.16,Wrestling
UniqueCompany_653,Healthcare,"1,000-5,000",Dhanbad,Seniors,Market Expansion,2.45,Athletics
UniqueCompany_654,Healthcare,"Over 100,000",Vadodara,Young Adults,Sales Increase,1.1,F1-Racing
UniqueCompany_655,Fashion,"20,000-100,000",Faridabad,Seniors,Sales Increase,3.19,Swimming
UniqueCompany_656,Healthcare,"20,000-100,000",Srinagar,Adults,Brand Awareness,3.59,Wrestling
UniqueCompany_657,Healthcare,"5,000-20,000",Nagpur,Teens,Brand Awareness,4.08,F1-Racing
UniqueCompany_658,Fashion,"20,000-100,000",Nagpur,Teens,Sales Increase,3.64,Cricket
UniqueCompany_659,Fashion,"1,000-5,000",Srinagar,Teens,Market Expansion,4.03,Cricket
UniqueCompany_660,Food & Beverage,"Over 100,000",Patna,Teens,Brand Awareness,2.05,Tennis
UniqueCompany_661,Technology,"Over 100,000",Pune,Young Adults,Sales Increase,4.3,F1-Racing
UniqueCompany_662,Healthcare,"20,000-100,000",Faridabad,Young Adults,Market Expansion,4.68,Tennis
UniqueCompany_663,Technology,"5,000-20,000",Kanpur,Young Adults,Brand Awareness,3.95,Swimming
UniqueCompany_664,Fashion,"5,000-20,000",Ludhiana,Teens,Sales Increase,1.79,Soccer
UniqueCompany_665,Healthcare,"Over 100,000",Bangalore,Teens,Sales Increase,4.81,F1-Racing
UniqueCompany_666,Healthcare,"20,000-100,000",Nashik,Adults,Sales Increase,2.5,Basketball
UniqueCompany_667,Healthcare,"1,000-5,000",Mumbai,Teens,Brand Awareness,1.2,Football
UniqueCompany_668,Finance,"20,000-100,000",Nashik,Seniors,Sales Increase,2.14,Cricket
UniqueCompany_669,Sports,"Over 100,000",Delhi,Young Adults,Market Expansion,0.58,Football
UniqueCompany_670,Fashion,"Over 100,000",Hyderabad,Seniors,Market Expansion,3.73,Swimming
UniqueCompany_671,Technology,"20,000-100,000",Amritsar,Teens,Brand Awareness,3.82,Basketball
UniqueCompany_672,Finance,"20,000-100,000",Indore,Young Adults,Brand Awareness,3.74,Athletics
UniqueCompany_673,Healthcare,"1,000-5,000",Dhanbad,Adults,Brand Awareness,3.5,Tennis
UniqueCompany_674,Finance,"Over 100,000",Srinagar,Seniors,Market Expansion,1.11,Football
UniqueCompany_675,Technology,"Over 100,000",Varanasi,Teens,Brand Awareness,3,Tennis
UniqueCompany_676,Healthcare,"Over 100,000",Nagpur,Young Adults,Market Expansion,3.52,F1-Racing
UniqueCompany_677,Fashion,"Over 100,000",Hyderabad,Teens,Brand Awareness,4.8,Soccer
UniqueCompany_678,Food & Beverage,"20,000-100,000",Indore,Teens,Market Expansion,1.6,Wrestling
UniqueCompany_679,Food & Beverage,"5,000-20,000",Aurangabad,Teens,Brand Awareness,0.97,Basketball
UniqueCompany_680,Technology,"20,000-100,000",Amritsar,Seniors,Market Expansion,4.62,F1-Racing
UniqueCompany_681,Healthcare,"Over 100,000",Ahmedabad,Adults,Market Expansion,2.52,Football
UniqueCompany_682,Food & Beverage,"Over 100,000",Aurangabad,Seniors,Market Expansion,3.16,Cricket
UniqueCompany_683,Food & Beverage,"5,000-20,000",Hyderabad,Young Adults,Sales Increase,4.16,Wrestling
UniqueCompany_684,Finance,"20,000-100,000",Allahabad,Adults,Market Expansion,2.43,Athletics
UniqueCompany_685,Technology,"Over 100,000",Visakhapatnam,Young Adults,Sales Increase,3.01,Tennis
UniqueCompany_686,Healthcare,"5,000-20,000",Chennai,Seniors,Market Expansion,2.09,Athletics
UniqueCompany_687,Food & Beverage,"1,000-5,000",Srinagar,Teens,Market Expansion,3.39,Soccer
UniqueCompany_688,Food & Beverage,"Over 100,000",Hyderabad,Adults,Sales Increase,3.1,Swimming
UniqueCompany_689,Finance,"Over 100,000",Amritsar,Young Adults,Market Expansion,1.5,Swimming
UniqueCompany_690,Finance,"5,000-20,000",Dhanbad,Teens,Market Expansion,3.58,Athletics
UniqueCompany_691,Technology,"1,000-5,000",Nashik,Teens,Market Expansion,2.38,Basketball
UniqueCompany_692,Sports,"Over 100,000",Kolkata,Seniors,Market Expansion,1.61,Swimming
UniqueCompany_693,Healthcare,"5,000-20,000",Faridabad,Seniors,Sales Increase,1.2,Swimming
UniqueCompany_694,Technology,"20,000-100,000",Allahabad,Young Adults,Brand Awareness,4.54,Swimming
UniqueCompany_695,Technology,"Over 100,000",Ahmedabad,Adults,Brand Awareness,4.38,Cricket
UniqueCompany_696,Sports,"5,000-20,000",Visakhapatnam,Adults,Brand Awareness,3.64,Tennis
UniqueCompany_697,Finance,"20,000-100,000",Visakhapatnam,Young Adults,Sales Increase,3.67,Athletics
UniqueCompany_698,Fashion,"1,000-5,000",Hyderabad,Teens,Market Expansion,3.57,Basketball
UniqueCompany_699,Healthcare,"1,000-5,000",Ghaziabad,Young Adults,Sales Increase,4.57,Football
UniqueCompany_700,Healthcare,"1,000-5,000",Dhanbad,Adults,Sales Increase,4.19,Cricket
UniqueCompany_701,Finance,"Over 100,000",Kolkata,Adults,Market Expansion,3.99,F1-Racing
UniqueCompany_702,Healthcare,"1,000-5,000",Indore,Young Adults,Brand Awareness,0.52,F1-Racing
UniqueCompany_703,Technology,"5,000-20,000",Dhanbad,Teens,Market Expansion,2.64,Basketball
UniqueCompany_704,Technology,"5,000-20,000",Ludhiana,Teens,Sales Increase,4.71,Swimming
UniqueCompany_705,Finance,"1,000-5,000",Patna,Teens,Market Expansion,4.47,Cricket
UniqueCompany_706,Food & Beverage,"1,000-5,000",Amritsar,Teens,Brand Awareness,1.48,Football
UniqueCompany_707,Fashion,"5,000-20,000",Mumbai,Adults,Market Expansion,3.53,F1-Racing
UniqueCompany_708,Finance,"20,000-100,000",Agra,Young Adults,Sales Increase,0.79,Swimming
UniqueCompany_709,Food & Beverage,"20,000-100,000",Visakhapatnam,Seniors,Market Expansion,1.18,Soccer
UniqueCompany_710,Technology,"20,000-100,000",Nagpur,Seniors,Market Expansion,1.6,Swimming
UniqueCompany_711,Food & Beverage,"20,000-100,000",Vadodara,Adults,Sales Increase,0.81,Swimming
UniqueCompany_712,Food & Beverage,"Over 100,000",Vadodara,Seniors,Market Expansion,2.09,Athletics
UniqueCompany_713,Fashion,"Over 100,000",Hyderabad,Teens,Sales Increase,2.53,Soccer
UniqueCompany_714,Technology,"1,000-5,000",Ahmedabad,Adults,Brand Awareness,1.81,F1-Racing
UniqueCompany_715,Technology,"20,000-100,000",Jaipur,Teens,Sales Increase,4.96,Football
UniqueCompany_716,Finance,"20,000-100,000",Patna,Adults,Market Expansion,3.51,Swimming
UniqueCompany_717,Healthcare,"5,000-20,000",Ludhiana,Teens,Brand Awareness,3.93,Football
UniqueCompany_718,Finance,"1,000-5,000",Chennai,Teens,Brand Awareness,1.16,Swimming
UniqueCompany_719,Fashion,"Over 100,000",Bhopal,Teens,Sales Increase,4.58,Basketball
UniqueCompany_720,Sports,"5,000-20,000",Nashik,Teens,Sales Increase,0.58,Football
UniqueCompany_721,Sports,"20,000-100,000",Pune,Teens,Market Expansion,2.65,Tennis
UniqueCompany_722,Fashion,"20,000-100,000",Kolkata,Teens,Market Expansion,3.23,Soccer
UniqueCompany_723,Technology,"Over 100,000",Pune,Young Adults,Sales Increase,2.75,Basketball
UniqueCompany_724,Finance,"Over 100,000",Agra,Teens,Brand Awareness,1.79,Tennis
UniqueCompany_725,Healthcare,"1,000-5,000",Dhanbad,Adults,Sales Increase,1.09,Athletics
UniqueCompany_726,Sports,"1,000-5,000",Visakhapatnam,Young Adults,Market Expansion,0.73,Tennis
UniqueCompany_727,Fashion,"1,000-5,000",Mumbai,Young Adults,Market Expansion,3.66,F1-Racing
UniqueCompany_728,Sports,"20,000-100,000",Surat,Adults,Market Expansion,4.31,Basketball
UniqueCompany_729,Finance,"20,000-100,000",Kolkata,Seniors,Sales Increase,0.95,Football
UniqueCompany_730,Food & Beverage,"20,000-100,000",Delhi,Seniors,Market Expansion,3.76,Football
UniqueCompany_731,Technology,"1,000-5,000",Kolkata,Teens,Sales Increase,2.02,Soccer
UniqueCompany_732,Healthcare,"5,000-20,000",Lucknow,Seniors,Brand Awareness,0.59,Soccer
UniqueCompany_733,Food & Beverage,"1,000-5,000",Chennai,Teens,Sales Increase,2.18,Tennis
UniqueCompany_734,Finance,"20,000-100,000",Bhopal,Teens,Brand Awareness,4.74,Cricket
UniqueCompany_735,Technology,"Over 100,000",Hyderabad,Seniors,Market Expansion,2.35,Soccer
UniqueCompany_736,Technology,"20,000-100,000",Dhanbad,Seniors,Sales Increase,2.19,Swimming
UniqueCompany_737,Technology,"5,000-20,000",Meerut,Young Adults,Sales Increase,1.88,Cricket
UniqueCompany_738,Food & Beverage,"20,000-100,000",Thane,Adults,Market Expansion,1.73,Wrestling
UniqueCompany_739,Finance,"1,000-5,000",Thane,Adults,Sales Increase,2.92,Football
UniqueCompany_740,Sports,"1,000-5,000",Amritsar,Seniors,Market Expansion,0.58,Swimming
UniqueCompany_741,Technology,"Over 100,000",Kanpur,Young Adults,Market Expansion,3.04,Tennis
UniqueCompany_742,Finance,"5,000-20,000",Chennai,Seniors,Sales Increase,3.45,Cricket
UniqueCompany_743,Sports,"5,000-20,000",Ahmedabad,Teens,Brand Awareness,2.17,Football
UniqueCompany_744,Fashion,"Over 100,000",Kolkata,Young Adults,Brand Awareness,1.48,Swimming
UniqueCompany_745,Food & Beverage,"1,000-5,000",Visakhapatnam,Seniors,Market Expansion,1.06,Basketball
UniqueCompany_746,Healthcare,"20,000-100,000",Hyderabad,Adults,Sales Increase,4.45,Wrestling
UniqueCompany_747,Fashion,"1,000-5,000",Varanasi,Seniors,Sales Increase,3.52,Basketball
UniqueCompany_748,Food & Beverage,"Over 100,000",Visakhapatnam,Teens,Sales Increase,1.07,Football
